,user_id,follows_id
150,51,1898
151,51,8045
152,51,8255
153,52,4367
154,52,2753
155,52,5022
156,53,8917
157,53,962
158,53,8314
159,54,1976
160,54,8234
161,54,3728
162,55,7370
163,55,6905
164,55,4279
165,56,6955
166,56,9604
167,56,5545
168,57,5530
169,57,8751
170,57,2056
171,58,4718
172,58,3469
173,58,9877
174,59,178
175,59,3901
176,59,1504
177,60,2356
178,60,1462
179,60,6216
180,61,8879
181,61,7768
182,61,9592
183,62,9102
184,62,1457
185,62,8187
186,63,1611
187,63,1994
188,63,7589
189,64,8975
190,64,3844
191,64,1352
192,65,4878
193,65,4482
194,65,2751
195,66,9454
196,66,8939
197,66,1007
198,67,8682
199,67,2053
200,67,3230
201,68,3518
202,68,2384
203,68,3195
204,69,7131
205,69,3465
206,69,7506
207,70,2526
208,70,9594
209,70,3727
210,71,3141
211,71,9842
212,71,9508
213,72,8819
214,72,9040
215,72,5763
216,73,1625
217,73,2261
218,73,2816
219,74,1620
220,74,8464
221,74,9844
222,75,8531
223,75,5351
224,75,2613
225,76,43
226,76,5335
227,76,2022
228,77,2142
229,77,3338
230,77,1769
231,78,637
232,78,6838
233,78,5853
234,79,2116
235,79,6543
236,79,8647
237,80,8907
238,80,1488
239,80,2375
240,81,9451
241,81,1849
242,81,1942
243,82,8268
244,82,2254
245,82,7954
246,83,309
247,83,1519
248,83,3661
249,84,1142
250,84,3381
251,84,3189
252,85,8467
253,85,312
254,85,3014
255,86,5452
256,86,9400
257,86,206
258,87,2286
259,87,6852
260,87,3034
261,88,9638
262,88,4475
263,88,9919
264,89,6075
265,89,4983
266,89,8768
267,90,5828
268,90,5360
269,90,2679
270,91,3541
271,91,8564
272,91,1136
273,92,2996
274,92,4919
275,92,9289
276,93,3097
277,93,7842
278,93,1971
279,94,8941
280,94,6848
281,94,326
282,95,4909
283,95,9211
284,95,7181
285,96,8187
286,96,6641
287,96,7147
288,97,939
289,97,6715
290,97,9812
291,98,960
292,98,228
293,98,1631
294,99,9933
295,99,8423
296,99,3631
297,100,6970
298,100,4747
299,100,8955
300,101,2639
301,101,8254
302,101,1044
303,102,7410
304,102,9759
305,102,3729
306,103,5218
307,103,8132
308,103,7108
309,104,7606
310,104,7623
311,104,3972
312,105,2874
313,105,5391
314,105,1204
315,106,4372
316,106,2289
317,106,1457
318,107,9967
319,107,5687
320,107,7984
321,108,8614
322,108,5934
323,108,4409
324,109,6786
325,109,9479
326,109,4864
327,110,3571
328,110,4389
329,110,6670
330,111,5831
331,111,5856
332,111,3366
333,112,9123
334,112,5385
335,112,1892
336,113,6192
337,113,6272
338,113,5818
339,114,3826
340,114,1599
341,114,1766
342,115,5090
343,115,8047
344,115,8702
345,116,4280
346,116,6952
347,116,8034
348,117,9025
349,117,3187
350,117,1539
351,118,9927
352,118,5694
353,118,6626
354,119,6569
355,119,9765
356,119,668
357,120,3512
358,120,5298
359,120,4408
360,121,3200
361,121,9600
362,121,2865
363,122,6910
364,122,7816
365,122,4075
366,123,8094
367,123,2443
368,123,5780
369,124,6668
370,124,274
371,124,9980
372,125,7254
373,125,6482
374,125,8556
375,126,1223
376,126,8668
377,126,1128
378,127,732
379,127,1468
380,127,4019
381,128,8755
382,128,4640
383,128,8967
384,129,2533
385,129,6142
386,129,183
387,130,5160
388,130,8054
389,130,1820
390,131,1801
391,131,5790
392,131,1874
393,132,6961
394,132,8611
395,132,3925
396,133,1639
397,133,7238
398,133,2054
399,134,8902
400,134,7628
401,134,5782
402,135,3511
403,135,2298
404,135,6221
405,136,4014
406,136,2782
407,136,1646
408,137,8740
409,137,6744
410,137,1450
411,138,3222
412,138,4778
413,138,9000
414,139,9528
415,139,1897
416,139,5410
417,140,9820
418,140,4082
419,140,3432
420,141,3183
421,141,1192
422,141,8387
423,142,5539
424,142,7403
425,142,2756
426,143,8601
427,143,4838
428,143,6111
429,144,1752
430,144,2909
431,144,4025
432,145,2884
433,145,4398
434,145,4190
435,146,795
436,146,3855
437,146,484
438,147,1644
439,147,4031
440,147,7859
441,148,1039
442,148,6802
443,148,3982
444,149,5004
445,149,783
446,149,4110
447,150,9874
448,150,2079
449,150,8034
450,151,1271
451,151,6781
452,151,6731
453,152,3105
454,152,6107
455,152,4563
456,153,1075
457,153,8085
458,153,7195
459,154,708
460,154,4249
461,154,5468
462,155,9858
463,155,2089
464,155,4445
465,156,461
466,156,4839
467,156,8787
468,157,3889
469,157,9226
470,157,6191
471,158,7640
472,158,4991
473,158,4377
474,159,6986
475,159,2723
476,159,8738
477,160,6406
478,160,1389
479,160,5475
480,161,4610
481,161,1103
482,161,1343
483,162,2244
484,162,6677
485,162,5316
486,163,1152
487,163,5591
488,163,230
489,164,8933
490,164,6086
491,164,7266
492,165,6460
493,165,6644
494,165,8164
495,166,8147
496,166,8897
497,166,3177
498,167,7617
499,167,2772
500,167,4592
501,168,8852
502,168,6810
503,168,601
504,169,683
505,169,9526
506,169,3832
507,170,6748
508,170,7509
509,170,3618
510,171,4583
511,171,6631
512,171,7372
513,172,9430
514,172,6554
515,172,1721
516,173,1372
517,173,3250
518,173,9830
519,174,3013
520,174,2488
521,174,8203
522,175,6448
523,175,9001
524,175,8463
525,176,1016
526,176,2960
527,176,3648
528,177,9955
529,177,3909
530,177,869
531,178,7921
532,178,4509
533,178,423
534,179,6683
535,179,1718
536,179,6755
537,180,7364
538,180,4807
539,180,9570
540,181,7198
541,181,1814
542,181,4176
543,182,2218
544,182,567
545,182,6
546,183,8632
547,183,5065
548,183,276
549,184,2860
550,184,1712
551,184,5466
552,185,8018
553,185,3641
554,185,4733
555,186,7501
556,186,6143
557,186,5572
558,187,8672
559,187,9102
560,187,2064
561,188,4833
562,188,3148
563,188,5804
564,189,928
565,189,2951
566,189,7981
567,190,4466
568,190,4550
569,190,2186
570,191,7709
571,191,4245
572,191,3757
573,192,8221
574,192,9550
575,192,3046
576,193,7884
577,193,4714
578,193,9045
579,194,3149
580,194,5973
581,194,1992
582,195,3652
583,195,4612
584,195,2966
585,196,7007
586,196,7470
587,196,7382
588,197,1515
589,197,9220
590,197,8889
591,198,2337
592,198,3913
593,198,6979
594,199,9528
595,199,7712
596,199,7285
597,200,9817
598,200,1908
599,200,5947
600,201,5291
601,201,1489
602,201,6673
603,202,7013
604,202,1726
605,202,2869
606,203,5265
607,203,7043
608,203,3307
609,204,5006
610,204,7860
611,204,2261
612,205,6482
613,205,8608
614,205,3872
615,206,4723
616,206,8859
617,206,4149
618,207,9010
619,207,6822
620,207,5604
621,208,6341
622,208,5539
623,208,9610
624,209,1593
625,209,7424
626,209,2206
627,210,4430
628,210,3834
629,210,7786
630,211,5681
631,211,2767
632,211,1334
633,212,4130
634,212,5084
635,212,4659
636,213,3698
637,213,9905
638,213,7242
639,214,515
640,214,4352
641,214,2482
642,215,2709
643,215,8415
644,215,7597
645,216,4613
646,216,5817
647,216,4601
648,217,8317
649,217,2450
650,217,3870
651,218,7653
652,218,113
653,218,1094
654,219,4854
655,219,8522
656,219,7568
657,220,2912
658,220,3102
659,220,7709
660,221,2128
661,221,7149
662,221,2910
663,222,81
664,222,5613
665,222,6829
666,223,9462
667,223,9175
668,223,5319
669,224,6505
670,224,6134
671,224,5323
672,225,2144
673,225,8783
674,225,6155
675,226,3646
676,226,1673
677,226,4968
678,227,7798
679,227,442
680,227,5952
681,228,6342
682,228,6085
683,228,6317
684,229,1309
685,229,344
686,229,7767
687,230,818
688,230,2683
689,230,3964
690,231,8732
691,231,351
692,231,1006
693,232,8238
694,232,9890
695,232,5940
696,233,7786
697,233,3972
698,233,6914
699,234,3099
700,234,9882
701,234,893
702,235,1562
703,235,428
704,235,8532
705,236,8081
706,236,3977
707,236,7445
708,237,1278
709,237,8641
710,237,5779
711,238,5474
712,238,3726
713,238,2486
714,239,1005
715,239,5628
716,239,8109
717,240,5430
718,240,4239
719,240,9541
720,241,3837
721,241,1128
722,241,8280
723,242,1104
724,242,8912
725,242,2106
726,243,7426
727,243,6471
728,243,4395
729,244,276
730,244,8440
731,244,3217
732,245,9493
733,245,4512
734,245,7403
735,246,7972
736,246,1363
737,246,2003
738,247,7574
739,247,7209
740,247,7605
741,248,8370
742,248,7599
743,248,234
744,249,7555
745,249,2791
746,249,7305
747,250,6208
748,250,549
749,250,9792
750,251,6845
751,251,3686
752,251,9338
753,252,1363
754,252,4619
755,252,2640
756,253,6851
757,253,3002
758,253,1348
759,254,5890
760,254,5364
761,254,3909
762,255,4478
763,255,1405
764,255,7282
765,256,6389
766,256,6471
767,256,9731
768,257,6505
769,257,6471
770,257,4181
771,258,1959
772,258,1595
773,258,4873
774,259,7421
775,259,7658
776,259,4234
777,260,9040
778,260,5942
779,260,9856
780,261,1755
781,261,857
782,261,8593
783,262,2530
784,262,5583
785,262,2515
786,263,5418
787,263,347
788,263,6076
789,264,9752
790,264,1527
791,264,3764
792,265,4591
793,265,8861
794,265,1894
795,266,4432
796,266,5769
797,266,8636
798,267,1514
799,267,4954
800,267,4719
801,268,9784
802,268,5102
803,268,8294
804,269,9912
805,269,3177
806,269,2423
807,270,5183
808,270,5694
809,270,2467
810,271,5283
811,271,6185
812,271,2198
813,272,8373
814,272,2187
815,272,2226
816,273,1226
817,273,6440
818,273,1144
819,274,4167
820,274,3298
821,274,3018
822,275,1909
823,275,496
824,275,8644
825,276,2607
826,276,8861
827,276,8228
828,277,7518
829,277,9597
830,277,1024
831,278,8268
832,278,5412
833,278,843
834,279,6962
835,279,9166
836,279,8327
837,280,1684
838,280,2720
839,280,2209
840,281,7988
841,281,2194
842,281,5064
843,282,442
844,282,1777
845,282,535
846,283,6722
847,283,7554
848,283,7759
849,284,8118
850,284,2923
851,284,638
852,285,4947
853,285,8020
854,285,7525
855,286,8987
856,286,4635
857,286,9377
858,287,2833
859,287,5426
860,287,9884
861,288,4914
862,288,4703
863,288,5451
864,289,1615
865,289,5029
866,289,7403
867,290,6903
868,290,171
869,290,5898
870,291,3324
871,291,5727
872,291,2061
873,292,6809
874,292,7952
875,292,6238
876,293,6080
877,293,9402
878,293,8257
879,294,9527
880,294,6533
881,294,4022
882,295,3377
883,295,6072
884,295,4852
885,296,910
886,296,633
887,296,8345
888,297,3908
889,297,4387
890,297,3751
891,298,3771
892,298,8147
893,298,8504
894,299,4339
895,299,21
896,299,9197
897,300,2842
898,300,9366
899,300,6390
900,301,5627
901,301,4412
902,301,725
903,302,1249
904,302,2484
905,302,8333
906,303,6995
907,303,1566
908,303,9462
909,304,1714
910,304,6001
911,304,8931
912,305,2611
913,305,1251
914,305,8982
915,306,4172
916,306,1093
917,306,9155
918,307,7367
919,307,8524
920,307,9378
921,308,248
922,308,1600
923,308,2528
924,309,2154
925,309,5857
926,309,1004
927,310,1018
928,310,4005
929,310,454
930,311,7058
931,311,4031
932,311,1947
933,312,3777
934,312,6165
935,312,8331
936,313,1161
937,313,4471
938,313,4215
939,314,6928
940,314,3890
941,314,5939
942,315,3861
943,315,5322
944,315,8822
945,316,643
946,316,3052
947,316,4712
948,317,6253
949,317,6684
950,317,9697
951,318,4571
952,318,45
953,318,8290
954,319,5914
955,319,5709
956,319,7971
957,320,9632
958,320,9222
959,320,1764
960,321,5900
961,321,4253
962,321,2555
963,322,6665
964,322,2508
965,322,2868
966,323,4160
967,323,8280
968,323,3445
969,324,5496
970,324,4369
971,324,9226
972,325,537
973,325,7227
974,325,3427
975,326,5527
976,326,9815
977,326,2317
978,327,1396
979,327,7376
980,327,337
981,328,5369
982,328,2891
983,328,5882
984,329,9937
985,329,8927
986,329,818
987,330,3119
988,330,4244
989,330,1922
990,331,9212
991,331,2610
992,331,1142
993,332,1644
994,332,8061
995,332,1955
996,333,3964
997,333,2294
998,333,6918
999,334,535
1000,334,7481
1001,334,9653
1002,335,2198
1003,335,3973
1004,335,6699
1005,336,4991
1006,336,6796
1007,336,3045
1008,337,1404
1009,337,4295
1010,337,9580
1011,338,2530
1012,338,9664
1013,338,5588
1014,339,3464
1015,339,2020
1016,339,7353
1017,340,471
1018,340,2969
1019,340,4337
1020,341,9416
1021,341,2505
1022,341,8997
1023,342,5950
1024,342,3196
1025,342,588
1026,343,4307
1027,343,5963
1028,343,5685
1029,344,6950
1030,344,3625
1031,344,3248
1032,345,8523
1033,345,721
1034,345,964
1035,346,8289
1036,346,4049
1037,346,3396
1038,347,2583
1039,347,2973
1040,347,2798
1041,348,674
1042,348,2375
1043,348,1093
1044,349,7440
1045,349,1296
1046,349,2785
1047,350,9991
1048,350,7008
1049,350,664
1050,351,9887
1051,351,6110
1052,351,1466
1053,352,8603
1054,352,5593
1055,352,9197
1056,353,6456
1057,353,3396
1058,353,1737
1059,354,4290
1060,354,2964
1061,354,4309
1062,355,6576
1063,355,9698
1064,355,363
1065,356,5960
1066,356,9729
1067,356,417
1068,357,6829
1069,357,2390
1070,357,7468
1071,358,6234
1072,358,5510
1073,358,4435
1074,359,3494
1075,359,8804
1076,359,6812
1077,360,2559
1078,360,2364
1079,360,3740
1080,361,6580
1081,361,1824
1082,361,6153
1083,362,5490
1084,362,3134
1085,362,8885
1086,363,7923
1087,363,9240
1088,363,1932
1089,364,2298
1090,364,6134
1091,364,2432
1092,365,6874
1093,365,4678
1094,365,482
1095,366,6433
1096,366,2523
1097,366,2473
1098,367,5990
1099,367,2112
1100,367,2300
1101,368,1215
1102,368,2830
1103,368,698
1104,369,7993
1105,369,2709
1106,369,6229
1107,370,7906
1108,370,6595
1109,370,6332
1110,371,5001
1111,371,5912
1112,371,1447
1113,372,3
1114,372,1079
1115,372,3793
1116,373,5446
1117,373,8271
1118,373,2874
1119,374,2447
1120,374,2582
1121,374,4938
1122,375,1294
1123,375,2298
1124,375,7584
1125,376,5637
1126,376,7430
1127,376,8859
1128,377,1089
1129,377,1464
1130,377,2411
1131,378,2488
1132,378,4093
1133,378,8149
1134,379,1497
1135,379,8241
1136,379,2483
1137,380,3999
1138,380,1036
1139,380,503
1140,381,6251
1141,381,3355
1142,381,360
1143,382,3132
1144,382,7724
1145,382,8889
1146,383,6022
1147,383,9450
1148,383,6293
1149,384,8879
1150,384,9135
1151,384,8754
1152,385,610
1153,385,9524
1154,385,5593
1155,386,4684
1156,386,7301
1157,386,4186
1158,387,673
1159,387,400
1160,387,6585
1161,388,6381
1162,388,5562
1163,388,6123
1164,389,2477
1165,389,7352
1166,389,7540
1167,390,2899
1168,390,8664
1169,390,1495
1170,391,555
1171,391,9450
1172,391,5321
1173,392,938
1174,392,5499
1175,392,4589
1176,393,4001
1177,393,8688
1178,393,715
1179,394,4335
1180,394,9794
1181,394,6643
1182,395,4989
1183,395,7203
1184,395,6443
1185,396,2193
1186,396,4710
1187,396,1745
1188,397,5391
1189,397,3105
1190,397,2585
1191,398,3730
1192,398,5339
1193,398,2628
1194,399,5269
1195,399,7043
1196,399,4921
1197,400,7660
1198,400,6876
1199,400,1048
1200,401,2832
1201,401,731
1202,401,6104
1203,402,3683
1204,402,9436
1205,402,1020
1206,403,3054
1207,403,2008
1208,403,809
1209,404,9579
1210,404,5705
1211,404,5821
1212,405,7728
1213,405,6768
1214,405,6817
1215,406,8592
1216,406,4670
1217,406,1311
1218,407,5856
1219,407,3022
1220,407,2760
1221,408,1204
1222,408,2525
1223,408,7743
1224,409,522
1225,409,6922
1226,409,3827
1227,410,8118
1228,410,1126
1229,410,982
1230,411,3367
1231,411,5516
1232,411,1154
1233,412,9301
1234,412,4769
1235,412,4514
1236,413,4808
1237,413,3209
1238,413,8620
1239,414,7139
1240,414,4508
1241,414,6235
1242,415,3672
1243,415,3365
1244,415,3949
1245,416,7110
1246,416,2732
1247,416,50
1248,417,7999
1249,417,2392
1250,417,4930
1251,418,6554
1252,418,5628
1253,418,9420
1254,419,3109
1255,419,5336
1256,419,1608
1257,420,9542
1258,420,9523
1259,420,2782
1260,421,1083
1261,421,9269
1262,421,434
1263,422,8169
1264,422,3775
1265,422,3458
1266,423,12
1267,423,9935
1268,423,70
1269,424,5043
1270,424,4580
1271,424,923
1272,425,3195
1273,425,8081
1274,425,3293
1275,426,4901
1276,426,3486
1277,426,5996
1278,427,5287
1279,427,5118
1280,427,367
1281,428,7697
1282,428,4238
1283,428,4791
1284,429,8877
1285,429,7094
1286,429,8054
1287,430,36
1288,430,5858
1289,430,3152
1290,431,7498
1291,431,9517
1292,431,4105
1293,432,7271
1294,432,1098
1295,432,2931
1296,433,2520
1297,433,3600
1298,433,3644
1299,434,8141
1300,434,6517
1301,434,7387
1302,435,1422
1303,435,8279
1304,435,2390
1305,436,1947
1306,436,105
1307,436,6747
1308,437,9596
1309,437,735
1310,437,6494
1311,438,7656
1312,438,4885
1313,438,6682
1314,439,5862
1315,439,5383
1316,439,1009
1317,440,5488
1318,440,8318
1319,440,812
1320,441,1523
1321,441,5227
1322,441,7808
1323,442,4677
1324,442,8096
1325,442,6380
1326,443,3272
1327,443,5590
1328,443,9360
1329,444,1413
1330,444,5998
1331,444,9617
1332,445,673
1333,445,3236
1334,445,1140
1335,446,392
1336,446,6849
1337,446,6943
1338,447,3022
1339,447,1182
1340,447,6368
1341,448,3897
1342,448,9130
1343,448,133
1344,449,206
1345,449,3545
1346,449,4783
1347,450,8748
1348,450,7231
1349,450,3402
1350,451,3124
1351,451,8459
1352,451,3304
1353,452,7159
1354,452,9609
1355,452,3417
1356,453,7402
1357,453,5142
1358,453,94
1359,454,1641
1360,454,5559
1361,454,1317
1362,455,7270
1363,455,4568
1364,455,1461
1365,456,9988
1366,456,8706
1367,456,1579
1368,457,4444
1369,457,2472
1370,457,8564
1371,458,7602
1372,458,7664
1373,458,567
1374,459,6463
1375,459,8661
1376,459,5887
1377,460,7679
1378,460,2078
1379,460,7266
1380,461,2009
1381,461,5708
1382,461,1419
1383,462,3790
1384,462,7704
1385,462,6309
1386,463,5125
1387,463,9198
1388,463,5306
1389,464,6492
1390,464,7466
1391,464,5345
1392,465,9241
1393,465,4992
1394,465,7969
1395,466,8665
1396,466,4123
1397,466,7438
1398,467,9
1399,467,2031
1400,467,9133
1401,468,5076
1402,468,3798
1403,468,4700
1404,469,3899
1405,469,9893
1406,469,4885
1407,470,5884
1408,470,9177
1409,470,3572
1410,471,6803
1411,471,7454
1412,471,9185
1413,472,5604
1414,472,1351
1415,472,187
1416,473,2691
1417,473,7513
1418,473,1796
1419,474,244
1420,474,7605
1421,474,2707
1422,475,2380
1423,475,3473
1424,475,7817
1425,476,498
1426,476,9081
1427,476,4340
1428,477,7046
1429,477,5802
1430,477,1859
1431,478,1224
1432,478,9933
1433,478,9322
1434,479,7365
1435,479,3166
1436,479,1534
1437,480,8776
1438,480,6869
1439,480,5664
1440,481,4235
1441,481,4853
1442,481,9774
1443,482,9087
1444,482,1756
1445,482,25
1446,483,1086
1447,483,2680
1448,483,6533
1449,484,5081
1450,484,6331
1451,484,9365
1452,485,2118
1453,485,7028
1454,485,4729
1455,486,5764
1456,486,6621
1457,486,967
1458,487,1215
1459,487,4482
1460,487,2752
1461,488,224
1462,488,2019
1463,488,1035
1464,489,9585
1465,489,3699
1466,489,3205
1467,490,3860
1468,490,7155
1469,490,8746
1470,491,215
1471,491,5966
1472,491,4665
1473,492,586
1474,492,3734
1475,492,2956
1476,493,8145
1477,493,4852
1478,493,8621
1479,494,7052
1480,494,497
1481,494,5759
1482,495,6465
1483,495,6660
1484,495,3801
1485,496,6205
1486,496,7508
1487,496,5463
1488,497,758
1489,497,5601
1490,497,2184
1491,498,9079
1492,498,499
1493,498,4269
1494,499,3734
1495,499,4956
1496,499,4895
1497,500,7173
1498,500,7410
1499,500,3188
1500,501,9551
1501,501,6269
1502,501,8366
1503,502,1101
1504,502,3489
1505,502,7567
1506,503,5601
1507,503,3943
1508,503,8162
1509,504,9330
1510,504,1758
1511,504,7136
1512,505,7508
1513,505,9561
1514,505,14
1515,506,7551
1516,506,9215
1517,506,2051
1518,507,7579
1519,507,1217
1520,507,2414
1521,508,6503
1522,508,7890
1523,508,6383
1524,509,4821
1525,509,5382
1526,509,2262
1527,510,8100
1528,510,8841
1529,510,3505
1530,511,4088
1531,511,2090
1532,511,1087
1533,512,6272
1534,512,6732
1535,512,896
1536,513,6917
1537,513,7427
1538,513,4086
1539,514,7484
1540,514,9791
1541,514,6179
1542,515,909
1543,515,8667
1544,515,8475
1545,516,1295
1546,516,2954
1547,516,3709
1548,517,4328
1549,517,4086
1550,517,8553
1551,518,6313
1552,518,6007
1553,518,8824
1554,519,7096
1555,519,8435
1556,519,8667
1557,520,8010
1558,520,6489
1559,520,6263
1560,521,4137
1561,521,128
1562,521,6061
1563,522,6277
1564,522,2963
1565,522,5506
1566,523,5196
1567,523,7377
1568,523,4843
1569,524,759
1570,524,5809
1571,524,5478
1572,525,5621
1573,525,1762
1574,525,2929
1575,526,1443
1576,526,4890
1577,526,7183
1578,527,267
1579,527,3168
1580,527,904
1581,528,9761
1582,528,485
1583,528,2841
1584,529,9015
1585,529,8049
1586,529,1639
1587,530,2278
1588,530,6753
1589,530,8282
1590,531,6679
1591,531,3750
1592,531,7419
1593,532,9493
1594,532,9940
1595,532,1328
1596,533,1985
1597,533,6689
1598,533,9475
1599,534,3199
1600,534,6841
1601,534,2813
1602,535,77
1603,535,4599
1604,535,4136
1605,536,8752
1606,536,3295
1607,536,3263
1608,537,5898
1609,537,5264
1610,537,5575
1611,538,6739
1612,538,727
1613,538,1292
1614,539,1226
1615,539,224
1616,539,996
1617,540,9614
1618,540,7984
1619,540,1053
1620,541,140
1621,541,9337
1622,541,7669
1623,542,3773
1624,542,9866
1625,542,5449
1626,543,4057
1627,543,8533
1628,543,8182
1629,544,468
1630,544,1303
1631,544,3269
1632,545,3729
1633,545,28
1634,545,2556
1635,546,1184
1636,546,2943
1637,546,6206
1638,547,815
1639,547,6628
1640,547,7443
1641,548,4792
1642,548,881
1643,548,132
1644,549,3283
1645,549,9721
1646,549,703
1647,550,8599
1648,550,1962
1649,550,2456
1650,551,4574
1651,551,1067
1652,551,1256
1653,552,5438
1654,552,8282
1655,552,7772
1656,553,210
1657,553,7377
1658,553,5678
1659,554,7353
1660,554,6005
1661,554,281
1662,555,7908
1663,555,1805
1664,555,3876
1665,556,4814
1666,556,7094
1667,556,7916
1668,557,6601
1669,557,3253
1670,557,9536
1671,558,5908
1672,558,1715
1673,558,4962
1674,559,4969
1675,559,5869
1676,559,2600
1677,560,9093
1678,560,8301
1679,560,567
1680,561,2844
1681,561,6702
1682,561,525
1683,562,813
1684,562,5613
1685,562,4105
1686,563,5997
1687,563,6950
1688,563,396
1689,564,453
1690,564,1161
1691,564,1955
1692,565,7312
1693,565,9153
1694,565,6045
1695,566,1270
1696,566,156
1697,566,414
1698,567,5166
1699,567,4859
1700,567,3351
1701,568,33
1702,568,1279
1703,568,1417
1704,569,3546
1705,569,1770
1706,569,5503
1707,570,6763
1708,570,3397
1709,570,8263
1710,571,7020
1711,571,14
1712,571,2917
1713,572,2202
1714,572,7942
1715,572,8457
1716,573,8258
1717,573,3262
1718,573,7620
1719,574,6380
1720,574,907
1721,574,9251
1722,575,2535
1723,575,782
1724,575,5603
1725,576,5968
1726,576,8849
1727,576,6274
1728,577,3302
1729,577,8629
1730,577,1972
1731,578,5310
1732,578,894
1733,578,5103
1734,579,6948
1735,579,8753
1736,579,6123
1737,580,6247
1738,580,27
1739,580,2835
1740,581,8563
1741,581,5787
1742,581,9805
1743,582,1367
1744,582,5155
1745,582,8682
1746,583,731
1747,583,7684
1748,583,6070
1749,584,8034
1750,584,1425
1751,584,9525
1752,585,8901
1753,585,5907
1754,585,7317
1755,586,4293
1756,586,5502
1757,586,1568
1758,587,1736
1759,587,8115
1760,587,9329
1761,588,4017
1762,588,7285
1763,588,7081
1764,589,1330
1765,589,7901
1766,589,8199
1767,590,4583
1768,590,3353
1769,590,3438
1770,591,2110
1771,591,5212
1772,591,8670
1773,592,3702
1774,592,7305
1775,592,7438
1776,593,8594
1777,593,8548
1778,593,1934
1779,594,544
1780,594,8146
1781,594,3277
1782,595,871
1783,595,7393
1784,595,3380
1785,596,5964
1786,596,401
1787,596,5002
1788,597,7394
1789,597,5884
1790,597,2196
1791,598,9256
1792,598,8863
1793,598,7327
1794,599,2198
1795,599,7673
1796,599,884
1797,600,5901
1798,600,4120
1799,600,8939
1800,601,7539
1801,601,4164
1802,601,5889
1803,602,5662
1804,602,8870
1805,602,1046
1806,603,1908
1807,603,9330
1808,603,6594
1809,604,4759
1810,604,1843
1811,604,7598
1812,605,1884
1813,605,322
1814,605,8082
1815,606,8041
1816,606,264
1817,606,2301
1818,607,1041
1819,607,1898
1820,607,9198
1821,608,1360
1822,608,6610
1823,608,5732
1824,609,5972
1825,609,7152
1826,609,522
1827,610,40
1828,610,7471
1829,610,2149
1830,611,7107
1831,611,1940
1832,611,5326
1833,612,5445
1834,612,1718
1835,612,9536
1836,613,396
1837,613,1343
1838,613,2371
1839,614,1870
1840,614,8904
1841,614,1876
1842,615,7182
1843,615,5894
1844,615,7109
1845,616,4861
1846,616,3937
1847,616,1021
1848,617,6239
1849,617,3544
1850,617,9255
1851,618,7418
1852,618,1659
1853,618,3499
1854,619,7606
1855,619,8129
1856,619,6526
1857,620,8404
1858,620,3024
1859,620,3535
1860,621,5225
1861,621,7793
1862,621,7396
1863,622,5890
1864,622,2442
1865,622,1803
1866,623,7376
1867,623,7287
1868,623,7127
1869,624,3553
1870,624,9664
1871,624,6925
1872,625,9265
1873,625,7454
1874,625,5132
1875,626,1655
1876,626,6977
1877,626,5716
1878,627,1883
1879,627,3689
1880,627,8887
1881,628,8705
1882,628,7085
1883,628,5775
1884,629,5236
1885,629,4070
1886,629,6021
1887,630,2559
1888,630,9589
1889,630,5963
1890,631,1554
1891,631,8795
1892,631,6984
